book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
6152,9647532,9647532,18280046,19,765328542,9780765328540.0,John Scalzi,2011.0,Fuzzy Nation,Fuzzy Nation
6153,643974,643974,62899,60,449221512,9780449221520.0,Sue Grafton,1992.0,I is for Innocent,"I is for Innocent (Kinsey Millhone, #9)"
6154,5809,5809,2999000,62,2020418770,9782020418780.0,Thomas Pynchon,1963.0,V.,V.
6155,989313,989313,19248724,7,1593080212,9781593080210.0,"Joseph Conrad, A. Michael Matin",1899.0,,Heart of Darkness and Selected Short Fiction
6156,472025,472025,1043242,68,671203231,9780671203240.0,"Bertrand Russell, Paul  Edwards",1927.0,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Why I Am Not a Christian and Other Essays on Religion and Related Subjects
6157,23422,23422,812271,55,375725342,9780375725340.0,Alain de Botton,2002.0,The Art of Travel,The Art of Travel
6158,608216,608216,2098474,40,7162499,9780007162500.0,Paullina Simons,2006.0,"Tatiana and Alexander (The Bronze Horseman, #2)","The Summer Garden (The Bronze Horseman, #3)"
6159,25066591,25066591,44146594,34,316407135,9780316407140.0,James Patterson,2015.0,Cross Justice,"Cross Justice (Alex Cross, #23)"
6160,326272,69091,2321188,127,9645571766,9789645571760.0,"Heinrich Böll, محمد اسماعیل‌زاده",1963.0,Ansichten eines Clowns,عقاید یک دلقک
6161,18209468,18209468,25630270,26,812995201,9780812995210.0,Laura McHugh,2014.0,The Weight of Blood,The Weight of Blood
6162,110396,110396,1118162,42,60531231,9780060531230.0,Julia Quinn,2004.0,When He was Wicked,"When He was Wicked (Bridgertons, #6)"
6163,10852027,10852027,15766774,37,399157867,9780399157870.0,Sue Grafton,2011.0,V is for Vengeance,"V is for Vengeance (Kinsey Millhone, #22)"
6164,303460,303460,1878,16,689839057,9780689839050.0,Margaret Peterson Haddix,2002.0,Among the Betrayed,"Among the Betrayed (Shadow Children, #3)"
6165,22322,22322,1715356,47,399154302,9780399154300.0,William Gibson,2007.0,Spook Country,"Spook Country (Blue Ant, #2)"
6166,534289,534289,521797,140,069109750X,9780691097500.0,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750.0,易 [Yì],The I Ching or Book of Changes
6167,153492,153492,2422487,575,1419151126,9781419151120.0,John Buchan,1915.0,The Thirty-Nine Steps,"The 39 Steps (Richard Hannay, #1)"
6168,10252302,10252302,15152485,40,307267679,9780307267670.0,Joan Didion,2011.0,Blue Nights,Blue Nights
6169,48484,48484,47428,33,765312182,9780765312180.0,Peter Watts,2006.0,Blindsight,"Blindsight (Firefall, #1)"
6170,17674991,17674991,24678726,8,052595421X,9780525954220.0,Nick Offerman,2013.0,,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living
6171,7619398,7619398,10091604,17,1401228305,9781401228310.0,"Scott Snyder, Stephen King, Rafael Albuquerque",2010.0,"American Vampire, Volume 1","American Vampire, Vol. 1"
6172,3080212,3080212,3111256,29,399155279,9780399155280.0,John Sandford,2008.0,Heat Lightning,"Heat Lightning (Virgil Flowers, #2)"
6173,16619,16619,90454,256,140447601,9780140447610.0,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",1835.0,De la démocratie en Amérique,Democracy in America 
6174,43932,43932,14597391,60,440220459,9780440220460.0,Harlan Coben,1996.0,Drop Shot,Drop Shot (Myron Bolitar #2)
6175,8951,8951,3214277,49,316016659,9780316016650.0,Darren Shan,2002.0,"The Lake of Souls (Cirque Du Freak, #10)","The Lake of Souls (Cirque Du Freak, #10)"
6176,16081754,16081754,21881113,16,,,A. Meredith Walters,2012.0,Find You in the Dark,"Find You in the Dark (Find You in the Dark, #1)"
6177,4313522,4313522,4361300,44,399155430,9780399155440.0,Erica Bauermeister,2009.0,The School of Essential Ingredients,The School of Essential Ingredients
6178,13281637,13281637,18486007,8,1466266732,9781466266740.0,Amy A. Bartol,2011.0,,"Intuition (The Premonition, #2)"
6179,3276012,3276012,3312295,64,7271212,9780007271210.0,Bernard Cornwell,2008.0,Azincourt ,Azincourt
6180,30512,30512,2305040,61,2264022442,9782264022450.0,Roddy Doyle,1993.0,Paddy Clarke Ha Ha Ha,Paddy Clarke Ha Ha Ha
6181,77699,77699,75046,67,449911594,9780449911590.0,Anne Tyler,1982.0,Dinner at the Homesick Restaurant,Dinner at the Homesick Restaurant
6182,787660,787660,3038288,52,671729446,9780671729450.0,V.C. Andrews,1985.0,Heaven,"Heaven (Casteel, #1)"
6183,47881,47881,847797,27,439545307,9780439545300.0,Jenny Nimmo,2006.0,"Charlie Bone and the Hidden King (The Children of the Red King, # 5)","Charlie Bone and the Hidden King (The Children of the Red King, #5)"
6184,18825,18825,85999,54,99461889,9780099461880.0,Martin Amis,1984.0,Money,Money
6185,216131,216131,1830020,31,743484207,9780743484210.0,John Sandford,1998.0,Secret Prey,"Secret Prey (Lucas Davenport, #9)"
6186,34871,34871,34835,6,1600100295,9781600100290.0,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989.0,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),The Complete Clive Barker's The Great And Secret Show
6187,754713,754713,10479789,359,755334434,9780755334440.0,Arthur Conan Doyle,1917.0,His Last Bow: Some Reminiscences of Sherlock Holmes,His Last Bow: 8 Stories
6188,761575,761575,711892,48,553580272,9780553580270.0,"Brian Herbert, Kevin J. Anderson",1999.0,Dune: House Atreides,House Atreides (Prelude to Dune #1)
6189,244572,244572,6594671,70,000710653X,9780007106530.0,Diana Wynne Jones,1977.0,Charmed Life ,"Charmed Life (Chrestomanci, #1)"
6190,229432,229432,3315230,615,140436111,9780140436110.0,Charles Dickens,1837.0,The Posthumous Papers of the Pickwick Club,The Pickwick Papers
6191,2615008,2615008,2639658,36,307377040,9780307377040.0,Joseph O'Neill,2008.0,Netherland,Netherland
6192,75020,75020,72565,55,345460065,9780345460070.0,Steve Berry,2004.0,The Romanov Prophecy,The Romanov Prophecy
6193,6660747,6660747,6633597,18,446556823,9780446556830.0,Larissa Ione,2010.0,Ecstasy Unveiled,Ecstasy Unveiled (Demonica #4)
6194,1096390,1096390,1792422,91,374280967,9780374280960.0,Alan Bennett,2007.0,The Uncommon Reader ,The Uncommon Reader
6195,22911,22911,935000,256,805210644,9780805210640.0,"Franz Kafka, بهرام مقدادی",1927.0,Amerika,Amerika
6196,831829,831829,280664,17,971977550,9780971977560.0,"Steve Niles, Ben Templesmith",2001.0,30 Days of Night,"30 Days of Night, Vol. 1"
6197,197459,197459,3239312,36,60827696,9780060827690.0,Erin Hunter,2006.0,Sunset,"Sunset (Warriors: The New Prophecy, #6)"
6198,9666241,9666241,14553962,7,,9789770929380.0,"يوسف زيدان, Youssef Ziedan",2010.0,النبطي,النبطي
6199,11045709,11045709,15966434,29,1565126297,9781565126300.0,Hillary Jordan,2011.0,When She Woke,When She Woke
6200,300226,300226,2967387,66,446321214,9780446321210.0,Sidney Sheldon,1970.0,The Naked Face,The Naked Face
6201,93726,93726,1128931,79,60096152,9780060096150.0,Meg Cabot,2006.0,Princess in Training,"Princess in Training (The Princess Diaries, #6)"
6202,1566053,1566053,1558637,18,306816083,9780306816090.0,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",2007.0,The Portable Atheist: Essential Readings for the Non-believer,The Portable Atheist: Essential Readings for the Nonbeliever
6203,7715664,7715664,10083611,18,446556815,9780446556810.0,Larissa Ione,2010.0,Sin Undone,Sin Undone (Demonica #5)
6204,10238,10238,1637223,63,1570625190,9781570625190.0,Fritjof Capra,1975.0,The Tao of Physics: An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism
6205,16114861,16114861,21932118,12,,9781301345670.0,Madeline Sheehan,2013.0,,"Unbeautifully (Undeniable, #2)"
6206,26158341,26158341,46115850,11,,,Kathryn Croft,2015.0,The Girl With No Past,The Girl With No Past
6207,18077752,18077752,25384096,40,374104115,9780374104120.0,Jeff VanderMeer,2014.0,Acceptance,"Acceptance (Southern Reach, #3)"
6208,12958487,12958487,18115826,17,,,Kristen Ashley,2011.0,Lady Luck,"Lady Luck (Colorado Mountain, #3)"
6209,6609714,6609714,6803681,34,545140315,9780545140320.0,Elizabeth Eulberg,2010.0,The Lonely Hearts Club,"The Lonely Hearts Club (The Lonely Hearts Club, #1)"
6210,107776,107776,1010164,48,074347418X,9780743474180.0,Julie Garwood,1999.0,Ransom,"Ransom (Highlands' Lairds, #2)"
6211,16316,16316,721292,143,7120818,9780007120820.0,Agatha Christie,1927.0,The Big Four,"The Big Four (Hercule Poirot, #5)"
6212,16424,16424,2991011,204,7119305,9780007119300.0,Agatha Christie,1932.0,Peril at End House,"Peril at End House (Hercule Poirot, #8)"
6213,23346719,23346719,40851119,73,857522817,9780857522820.0,Renée Knight,2015.0,Disclaimer,Disclaimer
6214,15743078,15743078,21431022,8,62240080,9780062240090.0,Veronica Roth,2012.0,,"The Divergent Series 2-Book Collection (Divergent, #1-2)"
6215,10314376,10314376,14511050,134,547577532,9780547577530.0,"Umberto Eco, Richard Dixon",2010.0,Il cimitero di Praga,The Prague Cemetery
6216,7176578,7176578,7627945,70,1400069262,9781400069260.0,Yann Martel,2010.0,Beatrice and Virgil,Beatrice and Virgil
6217,885744,885744,1353328,15,1569319022,9781569319020.0,Hiroyuki Takei,1998.0,シャーマンキング 1,"Shaman King, Vol. 1: A Shaman in Tokyo"
6218,187049,187049,6785716,36,765341840,9780765341850.0,Robert Jordan,1990.0,"Eye of the World (The Wheel of Time, #1-1)","From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)"
6219,33426,33426,629317,41,192861891,9780192861890.0,Michio Kaku,1994.0,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Hyperspace
6220,835623,835623,2085667,51,393318486,9780393318490.0,Steven Pinker,1997.0,How the Mind Works,How the Mind Works
6221,17925397,17925397,25122168,11,,,Bella Forrest,2013.0,,"A Castle of Sand (A Shade of Vampire, #3)"
6222,8139321,8139321,12935753,18,310266289,9780310266280.0,Karen Kingsbury,2011.0,Leaving,"Leaving (Bailey Flanigan, #1)"
6223,3763,3763,171188,135,142003239,9780142003240.0,Ian Fleming,1954.0,Live and Let Die,"Live and Let Die (James Bond, #2)"
6224,11873368,11873368,16831098,9,545425123,9780545425120.0,Kate Egan,2012.0,,The World of the Hunger Games (Hunger Games Trilogy)
6225,584637,584637,1086777,251,087220605X,9780872206050.0,"John Stuart Mill, George Sher",1861.0,Utilitarianism,Utilitarianism
6226,11861815,11861815,16818567,20,1442444924,9781442444930.0,Andrew  Smith,2013.0,Winger,"Winger (Winger, #1)"
6227,25142924,25142924,44611588,37,62294415,9780062294420.0,Mitch Albom,2012.0,The Magic Strings of Frankie Presto,The Magic Strings of Frankie Presto
6228,23157777,23157777,42704733,22,553392921,9780553392920.0,Robin Hobb,2015.0,Fool's Quest,"Fool's Quest  (The Fitz and The Fool, #2)"
6229,127515,127515,864848,58,684852586,9780684852580.0,Jack Finney,1955.0,The Body Snatchers,Invasion of the Body Snatchers
6230,824508,824508,2756729,72,380732238,9780380732230.0,Melvin Burgess,1996.0,Junk,Smack
6231,22381892,22381892,41797265,17,,,"Bill O'Reilly, Martin Dugard",2014.0,Killing Patton: The Strange Death of World War II's Most Audacious General,Killing Patton: The Strange Death of World War II's Most Audacious General
6232,8686068,8686068,13558363,64,312375069,9780312375060.0,"Keigo Higashino, Alexander O. Smith",2005.0,容疑者Xの献身 [Yōgisha X no kenshin],The Devotion of Suspect X
6233,227778,227778,1149648,37,807218987,9780807218980.0,Jenny Nimmo,2003.0,Charlie Bone and the Time Twister ,"Charlie Bone and the Time Twister (The Children of the Red King, #2)"
6234,23965,23965,1087464,58,8433972618,9788433972610.0,Irvine Welsh,2005.0,Porno,Porno
6235,106129,106129,847798,33,439545269,9780439545270.0,Jenny Nimmo,2004.0,"Charlie Bone and the Invisible Boy (The Children of the Red King, # 3)","Charlie Bone and the Invisible Boy (The Children of the Red King, #3)"
6236,13603717,13603717,19197480,8,,,Hugh Howey,2012.0,First Shift: Legacy,"First Shift: Legacy (Shift, #1)"
6237,6455256,6455256,6645508,49,316036226,9780316036220.0,"James Patterson, Michael Ledwidge",2010.0,Worst Case,"Worst Case (Michael Bennett, #3)"
6238,93797,93797,90418,47,451209303,9780451209310.0,Daniel Silva,1996.0,The Unlikely Spy,The Unlikely Spy
6239,5111039,5111039,5177807,14,006128887X,9780061288880.0,Ellen Schreiber,2009.0,"Royal Blood (Vampire Kisses, #6)","Royal Blood (Vampire Kisses, #6)"
6240,15018,15018,13649393,38,1571741038,9781571741040.0,Neale Donald Walsch,1996.0,"Conversations with God, an uncommon dialogue, book 3","Conversations With God: An Uncommon Dialogue, Book 3"
6241,24728470,24728470,43579550,36,1101875100,9781101875100.0,Patti Smith,2015.0,M Train,M Train
6242,91440,91440,1524121,53,60786469,9780060786460.0,Louise Erdrich,1984.0,Love Medicine,Love Medicine
6243,7932146,7932146,11259924,38,446577898,9780446577890.0,Brad Meltzer,2011.0,The Inner Circle,"The Inner Circle (Culper Ring, #1)"
6244,669570,669570,655608,13,1599900572,9781599900580.0,Jessica Day George,2006.0,"Dragon Slippers (Dragon Slippers, #1)","Dragon Slippers (Dragon Slippers, #1)"
6245,26025989,26025989,45949491,29,399173595,9780399173590.0,Carrie Fisher,2016.0,The Princess Diarist,The Princess Diarist
6246,8447255,8447255,13311158,25,593046358,9780593046360.0,Steven Erikson,2011.0,The Crippled God,"The Crippled God (The Malazan Book of the Fallen, #10)"
6247,13545345,13545345,17381882,51,085707685X,9780857076850.0,Rachel Renée Russell,2012.0,Tales From a Not-So-Graceful Ice Princess,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)"
6248,7124095,7124095,6474015,39,1416979182,9781416979180.0,Lisa McMann,2010.0,Gone ,"Gone (Wake, #3)"
6249,105703,105703,939995,20,1401203140,9781401203150.0,"Brian K. Vaughan, Niko Henrichon",2006.0,Pride of Baghdad,Pride of Baghdad
6250,23929479,23929479,43535062,82,2081354802,9782081354810.0,Michel Houellebecq,2015.0,Soumission ,Soumission
6251,1897,1897,809841,31,385488181,9780385488180.0,Jon Krakauer,1990.0,Eiger Dreams: Ventures Among Men and Mountains,Eiger Dreams: Ventures Among Men and Mountains
6252,29397,29397,1745528,32,345479718,9780345479720.0,Richard K. Morgan,2005.0,Woken Furies,"Woken Furies (Takeshi Kovacs, #3)"
6253,24709327,24709327,44329910,20,9385152149,9789385152150.0,Amish Tripathi,2015.0,,"Scion of Ikshvaku (RamChandra, #1)"
6254,7719355,7719355,10463674,30,316074152,9780316074160.0,Gail Carriger,2010.0,Blameless,"Blameless (Parasol Protectorate, #3)"
6255,12499,12499,14795,18,738210072,9780738210070.0,Jenny McCarthy,2004.0,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,Belly Laughs: The Naked Truth About Pregnancy and Childbirth
6256,567704,567704,1371342,35,61053716,9780061053720.0,Clive Barker,1991.0,Imajica,Imajica
6257,53343,53343,1139032,47,60891548,9780060891540.0,William Zinsser,1976.0,On Writing Well: The Classic Guide to Writing Nonfiction,On Writing Well: The Classic Guide to Writing Nonfiction
6258,134353,134353,2070161,67,60724277,9780060724280.0,Thomas A. Harris,1967.0,I'm OK-You're OK,I'm OK - You're OK
6259,22026,22026,812174,94,345441702,9780345441710.0,Mario Puzo,1984.0,The Sicilian,The Sicilian
6260,25776210,25776210,30158053,24,425256766,9780425256760.0,Patricia Briggs,2016.0,Fire Touched,"Fire Touched (Mercy Thompson, #9)"
6261,34312,34312,1163779,60,752876813,9780752876820.0,Maeve Binchy,1992.0,The Copper Beech,The Copper Beech
6262,1422926,1422926,1413359,14,307140210,9780307140210.0,"Jane Werner Watson, Corinne Malvern",1950.0,Frosty the Snow Man,Frosty the Snow Man
6263,2696181,2696181,2721510,22,312370156,9780312370150.0,S.A. Bodeen,2008.0,The Compound,"The Compound (The Compound, #1)"
6264,12663,12663,1017593,33,749311614,9780749311610.0,James A. Michener,1980.0,The Covenant,The Covenant
6265,141828,141828,136792,128,2253140872,9782253140870.0,Boris Vian,1947.0,L’écume des jours,L'Écume des jours
6266,10637748,10637748,15367524,22,1442422017,9781442422020.0,Kimberly Derting,2011.0,The Pledge,"The Pledge (The Pledge, #1)"
6267,85491,85491,1005181,70,515132187,9780515132180.0,Nora Roberts,2001.0,The Villa,The Villa
6268,17729712,24954150,24802085,10,,,Kimberly Lauren,2013.0,,"Beautiful Broken Rules (Broken, #1)"
6269,180426,180426,174338,31,843956534,9780843956540.0,Christine Feehan,1999.0,Dark Desire,"Dark Desire (Dark, #2)"
6270,13170596,13170596,18349959,19,62071076,9780062071070.0,Dan Wells,2013.0,Fragments,"Fragments (Partials Sequence, #2)"
6271,10428803,10428803,15333212,34,62068520,9780062068520.0,Sarah MacLean,2012.0,A Rogue by Any Other Name,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)"
6272,92307,92307,1309352,81,60638508,9780060638500.0,Martin Heidegger,1927.0,Sein und Zeit,Being and Time
6273,4652,4652,8261,55,684822761,9780684822770.0,Ernest Hemingway,1925.0,In Our Time,In Our Time
6274,25078,25078,25833,18,60974990,9780060974990.0,Jonathan Kozol,1991.0,Savage Inequalities: Children in America's Schools,Savage Inequalities: Children in America's Schools
6275,6605625,8540357,6799539,24,014132502X,9780141325030.0,Charlie Higson,2009.0,The Enemy,"The Enemy (The Enemy, #1)"
6276,7201,7201,2630354,58,312997116,9780312997110.0,Jeffrey Archer,1990.0,As The Crow Flies,As the Crow Flies
6277,142540,142540,2488095,65,684855631,9780684855640.0,Jeffery Deaver,2000.0,The Empty Chair ,"The Empty Chair (Lincoln Rhyme, #3)"
6278,18869967,18869967,430524,117,316252905,9780316252900.0,Daphne du Maurier,1935.0,Jamaica Inn,Jamaica Inn
6279,428042,428042,2519210,44,60531827,9780060531830.0,Kenneth Oppel,2004.0,Airborn,"Airborn (Matt Cruse, #1)"
6280,219535,219535,212560,40,440167361,9780440167360.0,Thomas Tryon,1971.0,,The Other
6281,24473465,23460947,43193467,58,,,Daniel Silva,2015.0,The English Spy,"The English Spy (Gabriel Allon, #15)"
6282,10431447,10431447,12905469,38,006202468X,9780062024690.0,"Colin Meloy, Carson Ellis",2011.0,Wildwood,"Wildwood (Wildwood Chronicles, #1)"
6283,9957,9957,1189398,43,99468387,9780099468390.0,Ian McEwan,1978.0,The Cement Garden,The Cement Garden
6284,28507,28507,1209968,27,553561405,9780553561400.0,"Margaret Weis, Tracy Hickman",1992.0,Serpent Mage,"Serpent Mage (The Death Gate Cycle, #4)"
6285,74812,74812,1461054,45,1416535071,9781416535070.0,Daniel Tammet,2006.0,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant
6286,17560674,17560674,24490654,31,,,Rachel Van Dyken,2013.0,The Bet,"The Bet (The Bet, #1)"
6287,8564644,8564644,13433150,30,61930059,9780061930060.0,Conor Grennan,2010.0,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal
6288,968403,968403,953300,43,1400066336,9781400066340.0,Kaui Hart Hemmings,2007.0,The Descendants,The Descendants
6289,29610595,29610595,49952105,5,,,Colleen Hoover,2016.0,,Too Late
6290,954303,954303,939213,6,345496205,9780345496200.0,"Natsumi Ando, Miyuki Kobayashi",2005.0,Kitchen no Ohimesama,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)"
6291,79834,79834,1222321,107,99416425,9780099416420.0,Irving Stone,1934.0,Lust for Life: A Novel of Vincent Van Gogh,Lust for Life
6292,5585788,5585788,5757031,23,451462807,9780451462800.0,Faith Hunter,2009.0,Skinwalker,"Skinwalker (Jane Yellowrock, #1)"
6293,648194,648194,634333,29,60564652,9780060564650.0,Mary Kay Andrews,2004.0,Hissy Fit,Hissy Fit
6294,11343348,11343348,16272568,49,1846059739,9781846059740.0,"James Patterson, Mark T. Sullivan",2012.0,Private Games ,Private Games (Private #3)
6295,109901,109901,105919,27,143036424,9780143036420.0,Craig Johnson,2004.0,The Cold Dish,"The Cold Dish (Walt Longmire, #1)"
6296,21060,21060,4398231,8,142301515,9780142301520.0,Sherwood Smith,1997.0,Crown Duel ,Crown Duel (Crown & Court #1-2)
6297,731804,731804,717994,12,60776390,9780060776400.0,"Victoria Kann, Elizabeth Kann",2006.0,Pinkalicious,Pinkalicious
6298,5936,5936,1739475,8,374529604,9780374529600.0,"Pablo Neruda, Ilan Stavans",1974.0,The Poetry of Pablo Neruda,The Poetry of Pablo Neruda
6299,2872,2872,2220311,52,452283205,9780452283210.0,Tracy Chevalier,2001.0,Falling Angels,Falling Angels
6300,194086,194086,187711,46,552772291,9780552772300.0,Madeleine Wickham,2001.0,Sleeping Arrangements,Sleeping Arrangements
6301,9975679,9975679,11163588,32,1606841750,9781606841750.0,Ilsa J. Bick,2011.0,Monsters,"Ashes (Ashes Trilogy, #1)"
6302,91582,91582,2424548,469,486444074,9780486444080.0,"Jane Austen, Robert William Chapman",1871.0,Lady Susan,Lady Susan
6303,18105011,18105011,25423841,7,,,Tillie Cole,2013.0,,"Sweet Home (Sweet Home, #1)"
6304,35354,35354,1671916,70,743484363,9780743484370.0,Mary Higgins Clark,1994.0,Remember Me ,Remember Me
6305,1107001,1107001,1093941,13,894802046,9780894802040.0,"Julee Rosso, Sheila Lukins, Michael McLaughlin",1982.0,"The Silver Palate Cookbook: Delicious Recipes, Menus, Tips, Lore From Manhattan's Celebrated  Gourmet  Food Shop.",The Silver Palate Cookbook
6306,106648,106648,2324921,66,446354678,9780446354680.0,Sidney Sheldon,1990.0,Memories of Midnight,Memories of Midnight
6307,460635,460635,1294681,28,140089225,9780140089230.0,Keri Hulme,1984.0,The Bone People,The Bone People
6308,295305,295305,1193402,66,60728272,9780060728270.0,"Michelle Paver, Geoff Taylor",2004.0,Wolf Brother,"Wolf Brother (Chronicles of Ancient Darkness, #1)"
6309,17608111,17608111,24566794,21,356502023,9780356502020.0,Brian  McClellan,2014.0,The Crimson Campaign,"The Crimson Campaign (Powder Mage, #2)"
6310,15984268,15984268,21738568,41,316246573,9780316246580.0,Gavin Extence,2013.0,The Universe Versus Alex Woods,The Universe Versus Alex Woods
6311,296125,296125,1377688,32,1416927883,9781416927880.0,Marguerite Henry,1963.0,"Stormy, Misty's Foal","Stormy, Misty's Foal (Misty, #3)"
6312,6735082,6735082,6931373,21,3867197571,9783867197570.0,"Tsugumi Ohba, Takeshi Obata, Diana Hammermeister",2009.0,バクマン。 1,"Bakuman, Band 1: Traum und Realität"
6313,73084,73084,4853462,50,380776847,9780380776850.0,Susan Elizabeth Phillips,1995.0,"Heaven, Texas","Heaven, Texas (Chicago Stars, #2)"
6314,639787,639787,625995,203,425067947,9780425067950.0,Agatha Christie,1923.0,The Murder on the Links,"The Murder on the Links (Hercule Poirot, #2)"
6315,12331767,12331767,2270643,59,871404028,9780871404020.0,J.G. Ballard,1975.0,High-Rise,High-Rise
6316,18304,18304,430063,423,1421270536,9781421270530.0,"Friedrich Nietzsche, H.L. Mencken",1888.0,Der Antichrist,The Anti-Christ
6317,110890,110890,2567720,40,037541486X,9780375414860.0,Lawrence Wright,2006.0,The Looming Tower: Al-Qaeda and the Road to 9/11,The Looming Tower: Al-Qaeda and the Road to 9/11
6318,16685,16685,2270807,38,441094996,9780441095000.0,Robert A. Heinlein,1985.0,The Cat Who Walks through Walls,The Cat Who Walks Through Walls (The World As Myth)
6319,32438,32438,3047286,33,425099334,9780425099340.0,"K.R. Dwyer, Dean Koontz",1973.0,Shattered,Shattered
6320,38505,38505,1195198,73,843391426X,9788433914260.0,Charles Bukowski,1989.0,Hollywood,Hollywood
6321,2999282,2999282,3029771,48,752885170,9780752885180.0,Jeff Lindsay,2008.0,Dexter by Design,"Dexter By Design (Dexter, #4)"
6322,7073,7073,1323492,67,345915623,9780345915630.0,John Irving,1994.0,A Son of the Circus,A Son of the Circus
6323,10618,10618,22015774,22,751525677,9780751525670.0,Stephen King,1982.0,,Apt Pupil
6324,84052,84052,1686239,69,446602213,9780446602210.0,Sidney Sheldon,1995.0,"Morning, Noon & Night","Morning, Noon & Night"
6325,238141,238141,230675,50,425210731,9780425210730.0,J.D. Robb,2006.0,Memory in Death ,"Memory in Death (In Death, #22)"
6326,46114,46114,6057263,294,156949601,9780156949610.0,Virginia Woolf,1931.0,The Waves,The Waves
6327,280410,280410,3064865,15,385516401,9780385516400.0,Jeffrey Toobin,2007.0,The Nine: Inside the Secret World of the Supreme Court,The Nine: Inside the Secret World of the Supreme Court
6328,9724798,9724798,14613617,35,452297036,9780452297040.0,Sarah Jio,2011.0,The Violets of March,The Violets of March
6329,8574333,8574333,13443181,77,307593916,9780307593920.0,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",2008.0,엄마를 부탁해,Please Look After Mom
6330,243298,243298,2971193,36,345388666,9780345388670.0,David Eddings,1993.0,The Shining Ones,"The Shining Ones (The Tamuli, #2)"
6331,105973,105973,102154,30,785117210,9780785117220.0,"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",2006.0,House of M,House of M
6332,6178065,6178065,4984643,30,525421351,9780525421350.0,Heather Brewer,2009.0,Tenth Grade Bleeds,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)"
6333,42696,42696,363317,35,60827882,9780060827880.0,Leon Uris,1976.0,Trinity: A Novel of Ireland,Trinity
6334,667234,667234,2244771,36,394800028,9780394800030.0,Dr. Seuss,1958.0,The Cat in the Hat Comes Back,The Cat in the Hat Comes Back
6335,316496,316496,2304710,58,702229784,9780702229790.0,Peter Carey,1988.0,Oscar and Lucinda,Oscar and Lucinda
6336,7058,7058,5913189,55,375422730,9780375422740.0,Alexander McCall Smith,2007.0,The Good Husband of Zebra Drive,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)"
6337,827685,827685,358903,337,451527542,9780451527550.0,"Booker T. Washington, Ishmael Reed",1900.0,Up from Slavery,Up from Slavery
6338,93796,93796,90417,46,399154221,9780399154220.0,Daniel Silva,2007.0,The Secret Servant,"The Secret Servant (Gabriel Allon, #7)"
6339,11201007,17948528,16101664,13,,2940012668930.0,Laura Kaye,2011.0,Hearts In Darkness,"Hearts in Darkness (Hearts in Darkness, #1)"
6340,61903,61903,9673658,42,743468422,9780743468430.0,Lois McMaster Bujold,1986.0,Shards of Honor,"Shards of Honour  (Vorkosigan Saga, #1)"
6341,71292,71292,2150655,98,752866052,9780752866060.0,"René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge",1960.0,Astérix le Gaulois,"Asterix the Gaul (Asterix, #1)"
